ccode,year,name,spend_group,hc,exp
NGA,2023,Kaduna,"[0,12)",865540,1399104130
NGA,2023,Kaduna,"[12,40)",301294,2054652160
NGA,2023,Kaduna,"[40,80)",26922,509623220
NGA,2023,Kaduna,"[80,120)",4293,148452435
NGA,2023,Kaduna,"[120,Inf)",3198,276905790
NGA,2023,Kano,"[0,12)",3858262,5022194140
NGA,2023,Kano,"[12,40)",490971,3094098065
NGA,2023,Kano,"[40,80)",28926,546405000
NGA,2023,Kano,"[80,120)",4960,171227340
NGA,2023,Kano,"[120,Inf)",3690,326254520
NGA,2023,Katsina,"[0,12)",451179,615092160
NGA,2023,Katsina,"[12,40)",69949,445306570
NGA,2023,Katsina,"[40,80)",4311,81597575
NGA,2023,Katsina,"[80,120)",702,24150590
NGA,2023,Katsina,"[120,Inf)",559,48511420
NGA,2023,Lafia,"[0,12)",368888,267726770
NGA,2023,Lafia,"[12,40)",6780,41620220
NGA,2023,Lafia,"[40,80)",400,7640910
NGA,2023,Lafia,"[80,120)",71,2599530
NGA,2023,Lafia,"[120,Inf)",45,4447890
NGA,2023,Lagos,"[0,12)",14663714,17368541425
NGA,2023,Lagos,"[12,40)",1283701,7980595425
NGA,2023,Lagos,"[40,80)",72032,1362823495
NGA,2023,Lagos,"[80,120)",12340,427253670
NGA,2023,Lagos,"[120,Inf)",9382,833216160
NGA,2023,Lokoja,"[0,12)",825756,492075845
NGA,2023,Lokoja,"[12,40)",9010,55412110
NGA,2023,Lokoja,"[40,80)",524,9799155
NGA,2023,Lokoja,"[80,120)",111,3771180
NGA,2023,Lokoja,"[120,Inf)",74,6736440
NGA,2023,Maiduguri,"[0,12)",836777,611712260
NGA,2023,Maiduguri,"[12,40)",15739,96457820
NGA,2023,Maiduguri,"[40,80)",919,17388600
NGA,2023,Maiduguri,"[80,120)",147,5061455
NGA,2023,Maiduguri,"[120,Inf)",133,11602985
NGA,2023,Makurdi,"[0,12)",399018,526256635
NGA,2023,Makurdi,"[12,40)",53646,338992655
NGA,2023,Makurdi,"[40,80)",3189,60262960
NGA,2023,Makurdi,"[80,120)",543,18716470
NGA,2023,Makurdi,"[120,Inf)",410,36041195
NGA,2023,Minna,"[0,12)",418130,588017920
NGA,2023,Minna,"[12,40)",74407,477793030
NGA,2023,Minna,"[40,80)",4755,89956440
NGA,2023,Minna,"[80,120)",788,27156730
NGA,2023,Minna,"[120,Inf)",602,52609275
NGA,2023,Nnewi,"[0,12)",1227999,617762135
NGA,2023,Nnewi,"[12,40)",8759,54220020
NGA,2023,Nnewi,"[40,80)",542,10594855
NGA,2023,Nnewi,"[80,120)",54,1847995
NGA,2023,Nnewi,"[120,Inf)",96,7719020
NGA,2023,Ogbomosho,"[0,12)",627259,257757525
NGA,2023,Ogbomosho,"[12,40)",2781,17252820
NGA,2023,Ogbomosho,"[40,80)",167,3227330
NGA,2023,Ogbomosho,"[80,120)",8,215715
NGA,2023,Ogbomosho,"[120,Inf)",48,3116005
NGA,2023,Okene,"[0,12)",437279,601983915
NGA,2023,Okene,"[12,40)",70749,451595520
NGA,2023,Okene,"[40,80)",4410,83551420
NGA,2023,Okene,"[80,120)",722,24998850
NGA,2023,Okene,"[120,Inf)",558,48920585
NGA,2023,Okpogho,"[0,12)",472733,520357505
NGA,2023,Okpogho,"[12,40)",31654,195626860
NGA,2023,Okpogho,"[40,80)",1732,32764955
NGA,2023,Okpogho,"[80,120)",316,11020445
NGA,2023,Okpogho,"[120,Inf)",222,20148730
NGA,2023,Ondo,"[0,12)",474581,250863040
NGA,2023,Ondo,"[12,40)",3841,23712590
NGA,2023,Ondo,"[40,80)",226,4310650
NGA,2023,Ondo,"[80,120)",36,1205595
NGA,2023,Ondo,"[120,Inf)",39,3223680
NGA,2023,Onitsha,"[0,12)",1533446,1607239905
NGA,2023,Onitsha,"[12,40)",86574,533909590
NGA,2023,Onitsha,"[40,80)",4687,88874945
NGA,2023,Onitsha,"[80,120)",837,28908000
NGA,2023,Onitsha,"[120,Inf)",636,56612960
NGA,2023,Oshogbo,"[0,12)",717660,828831415
NGA,2023,Oshogbo,"[12,40)",57176,354684370
NGA,2023,Oshogbo,"[40,80)",3166,59959280
NGA,2023,Oshogbo,"[80,120)",561,19516915
NGA,2023,Oshogbo,"[120,Inf)",406,36566795
NGA,2023,Owerri,"[0,12)",901432,1071463340
NGA,2023,Owerri,"[12,40)",79967,497301550
NGA,2023,Owerri,"[40,80)",4489,84838410
NGA,2023,Owerri,"[80,120)",789,27388505
NGA,2023,Owerri,"[120,Inf)",572,51380320
NGA,2023,Oyo,"[0,12)",469005,278037655
NGA,2023,Oyo,"[12,40)",5048,31048360
NGA,2023,Oyo,"[40,80)",293,5454925
NGA,2023,Oyo,"[80,120)",63,2142915
NGA,2023,Oyo,"[120,Inf)",42,3796000
NGA,2023,Port Harcourt,"[0,12)",2075790,3716762515
NGA,2023,Port Harcourt,"[12,40)",1194333,8719401050
NGA,2023,Port Harcourt,"[40,80)",167117,3176008080
NGA,2023,Port Harcourt,"[80,120)",27466,948988685
NGA,2023,Port Harcourt,"[120,Inf)",19652,1680007765
NGA,2023,Potiskum,"[0,12)",506252,244763525
NGA,2023,Potiskum,"[12,40)",3279,20245090
NGA,2023,Potiskum,"[40,80)",207,3968645
NGA,2023,Potiskum,"[80,120)",22,714670
NGA,2023,Potiskum,"[120,Inf)",39,3019280
NGA,2023,Residual_NGA,"[0,12)",107892566,178711737270
NGA,2023,Residual_NGA,"[12,40)",42468156,293952588670
NGA,2023,Residual_NGA,"[40,80)",4158741,78752886910
NGA,2023,Residual_NGA,"[80,120)",662154,22893037615
NGA,2023,Residual_NGA,"[120,Inf)",490639,42341492120
NGA,2023,Saki,"[0,12)",433451,30593205
NGA,2023,Saki,"[12,40)",38,273020
NGA,2023,Saki,"[40,80)",2,41610
NGA,2023,Saki,"[80,120)",0,0
NGA,2023,Saki,"[120,Inf)",1,64605
NGA,2023,Sokoto,"[0,12)",665332,733309090
NGA,2023,Sokoto,"[12,40)",44756,276629120
NGA,2023,Sokoto,"[40,80)",2445,46227980
NGA,2023,Sokoto,"[80,120)",453,15742815
NGA,2023,Sokoto,"[120,Inf)",312,28426565
NGA,2023,Umuahia,"[0,12)",873648,768766650
NGA,2023,Umuahia,"[12,40)",28087,172279635
NGA,2023,Umuahia,"[40,80)",1580,30005920
NGA,2023,Umuahia,"[80,120)",273,9599500
NGA,2023,Umuahia,"[120,Inf)",204,18690190
NGA,2023,Uyo,"[0,12)",1208718,1451915615
NGA,2023,Uyo,"[12,40)",111677,695863010
NGA,2023,Uyo,"[40,80)",6262,119018835
NGA,2023,Uyo,"[80,120)",1062,37079985
NGA,2023,Uyo,"[120,Inf)",804,71949530
NGA,2023,Warri,"[0,12)",631384,1093178650
NGA,2023,Warri,"[12,40)",309682,2208039760
NGA,2023,Warri,"[40,80)",36736,696383865
NGA,2023,Warri,"[80,120)",5953,205673485
NGA,2023,Warri,"[120,Inf)",4296,369163555
NGA,2023,Zaria,"[0,12)",747925,678476235
NGA,2023,Zaria,"[12,40)",26431,162315865
NGA,2023,Zaria,"[40,80)",1441,27300175
NGA,2023,Zaria,"[80,120)",275,9564460
NGA,2023,Zaria,"[120,Inf)",188,17340055
NGA,2030,Aba,"[0,12)",1463914,1385686365
NGA,2030,Aba,"[12,40)",59080,362889935
NGA,2030,Aba,"[40,80)",3269,62152930
NGA,2030,Aba,"[80,120)",591,20994070
NGA,2030,Aba,"[120,Inf)",400,37585145
NGA,2030,Abakaliki,"[0,12)",858762,636721330
NGA,2030,Abakaliki,"[12,40)",16820,103381505
NGA,2030,Abakaliki,"[40,80)",950,18248540
NGA,2030,Abakaliki,"[80,120)",153,5348345
NGA,2030,Abakaliki,"[120,Inf)",137,12128220
NGA,2030,Abeokuta,"[0,12)",682110,716761450
NGA,2030,Abeokuta,"[12,40)",38853,239618850
NGA,2030,Abeokuta,"[40,80)",2134,40720860
NGA,2030,Abeokuta,"[80,120)",356,12553445
NGA,2030,Abeokuta,"[120,Inf)",276,24996295
NGA,2030,Abuja,"[0,12)",3259560,5653687575
NGA,2030,Abuja,"[12,40)",1613026,11515695615
NGA,2030,Abuja,"[40,80)",192917,3657993500
NGA,2030,Abuja,"[80,120)",31281,1080889465
NGA,2030,Abuja,"[120,Inf)",22556,1938198180
NGA,2030,Ado-Ekiti,"[0,12)",677262,543493030
NGA,2030,Ado-Ekiti,"[12,40)",16551,101492630
NGA,2030,Ado-Ekiti,"[40,80)",956,18235765
NGA,2030,Ado-Ekiti,"[80,120)",170,6204635
NGA,2030,Ado-Ekiti,"[120,Inf)",109,10630990
NGA,2030,Akure,"[0,12)",929769,851414330
NGA,2030,Akure,"[12,40)",33828,207905460
NGA,2030,Akure,"[40,80)",1845,35140375
NGA,2030,Akure,"[80,120)",341,12052300
NGA,2030,Akure,"[120,Inf)",235,21876640
NGA,2030,Bauchi,"[0,12)",792346,952849655
NGA,2030,Bauchi,"[12,40)",73524,458184865
NGA,2030,Bauchi,"[40,80)",4123,78337760
NGA,2030,Bauchi,"[80,120)",700,24388205
NGA,2030,Bauchi,"[120,Inf)",532,47484310
NGA,2030,Benin City,"[0,12)",2193552,2750967770
NGA,2030,Benin City,"[12,40)",240037,1503965710
NGA,2030,Benin City,"[40,80)",13670,258746310
NGA,2030,Benin City,"[80,120)",2386,82432695
NGA,2030,Benin City,"[120,Inf)",1769,156987960
NGA,2030,Birnin Kebbi,"[0,12)",500407,553283425
NGA,2030,Birnin Kebbi,"[12,40)",34038,210437830
NGA,2030,Birnin Kebbi,"[40,80)",1854,34985980
NGA,2030,Birnin Kebbi,"[80,120)",353,12264730
NGA,2030,Birnin Kebbi,"[120,Inf)",235,21506895
NGA,2030,Calabar,"[0,12)",779567,947605700
NGA,2030,Calabar,"[12,40)",75407,470402875
NGA,2030,Calabar,"[40,80)",4256,80729240
NGA,2030,Calabar,"[80,120)",721,25036080
NGA,2030,Calabar,"[120,Inf)",551,48985555
NGA,2030,Effon Alaiye,"[0,12)",545785,215746390
NGA,2030,Effon Alaiye,"[12,40)",2206,13675455
NGA,2030,Effon Alaiye,"[40,80)",135,2548795
NGA,2030,Effon Alaiye,"[80,120)",5,146730
NGA,2030,Effon Alaiye,"[120,Inf)",42,2596975
NGA,2030,Enugu,"[0,12)",782845,1264532280
NGA,2030,Enugu,"[12,40)",271533,1850928870
NGA,2030,Enugu,"[40,80)",24205,458189245
NGA,2030,Enugu,"[80,120)",3874,134121805
NGA,2030,Enugu,"[120,Inf)",2859,248301105
NGA,2030,Gboko,"[0,12)",611481,506216310
NGA,2030,Gboko,"[12,40)",16414,100907170
NGA,2030,Gboko,"[40,80)",905,17401375
NGA,2030,Gboko,"[80,120)",134,4629660
NGA,2030,Gboko,"[120,Inf)",141,11932580
NGA,2030,Gombe,"[0,12)",544144,873234395
NGA,2030,Gombe,"[12,40)",182633,1240242625
NGA,2030,Gombe,"[40,80)",15883,300309590
NGA,2030,Gombe,"[80,120)",2593,89627575
NGA,2030,Gombe,"[120,Inf)",1876,163419625
NGA,2030,Gwagwalada,"[0,12)",681476,520832735
NGA,2030,Gwagwalada,"[12,40)",14546,89350905
NGA,2030,Gwagwalada,"[40,80)",818,15664340
NGA,2030,Gwagwalada,"[80,120)",141,5012910
NGA,2030,Gwagwalada,"[120,Inf)",109,10018520
NGA,2030,Ibadan,"[0,12)",4818890,3974419665
NGA,2030,Ibadan,"[12,40)",127734,783600250
NGA,2030,Ibadan,"[40,80)",7241,138012340
NGA,2030,Ibadan,"[80,120)",1080,37129260
NGA,2030,Ibadan,"[120,Inf)",1088,92711825
NGA,2030,Ife,"[0,12)",512584,390551095
NGA,2030,Ife,"[12,40)",10811,66463945
NGA,2030,Ife,"[40,80)",613,11767235
NGA,2030,Ife,"[80,120)",102,3628830
NGA,2030,Ife,"[120,Inf)",82,7502575
NGA,2030,Igbidu,"[0,12)",628899,255170405
NGA,2030,Igbidu,"[12,40)",2708,16888185
NGA,2030,Igbidu,"[40,80)",154,2994095
NGA,2030,Igbidu,"[80,120)",6,192355
NGA,2030,Igbidu,"[120,Inf)",49,3088265
NGA,2030,Ijebu-Ode,"[0,12)",461921,485793465
NGA,2030,Ijebu-Ode,"[12,40)",26388,162744740
NGA,2030,Ijebu-Ode,"[40,80)",1448,27606775
NGA,2030,Ijebu-Ode,"[80,120)",242,8524575
NGA,2030,Ijebu-Ode,"[120,Inf)",189,17029075
NGA,2030,Ikorodu,"[0,12)",1049621,1694379640
NGA,2030,Ikorodu,"[12,40)",362903,2472838135
NGA,2030,Ikorodu,"[40,80)",32279,611068035
NGA,2030,Ikorodu,"[80,120)",5183,179643145
NGA,2030,Ikorodu,"[120,Inf)",3795,330372450
NGA,2030,Ikot Ekpene,"[0,12)",553440,393052075
NGA,2030,Ikot Ekpene,"[12,40)",9610,59148250
NGA,2030,Ikot Ekpene,"[40,80)",543,10433525
NGA,2030,Ikot Ekpene,"[80,120)",102,3676280
NGA,2030,Ikot Ekpene,"[120,Inf)",67,6474370
NGA,2030,Ilesha,"[0,12)",500766,455457220
NGA,2030,Ilesha,"[12,40)",17842,109583950
NGA,2030,Ilesha,"[40,80)",968,18329570
NGA,2030,Ilesha,"[80,120)",189,6568905
NGA,2030,Ilesha,"[120,Inf)",126,11649705
NGA,2030,Ilorin,"[0,12)",1231273,1329155530
NGA,2030,Ilorin,"[12,40)",76956,474941285
NGA,2030,Ilorin,"[40,80)",4223,79920400
NGA,2030,Ilorin,"[80,120)",775,27131545
NGA,2030,Ilorin,"[120,Inf)",527,48528210
NGA,2030,Jos,"[0,12)",970703,1467488705
NGA,2030,Jos,"[12,40)",242386,1597498055
NGA,2030,Jos,"[40,80)",17828,337689240
NGA,2030,Jos,"[80,120)",2816,97339660
NGA,2030,Jos,"[120,Inf)",2197,190345310
NGA,2030,Kaduna,"[0,12)",1086595,1749269070
NGA,2030,Kaduna,"[12,40)",370541,2520874325
NGA,2030,Kaduna,"[40,80)",32657,618295765
NGA,2030,Kaduna,"[80,120)",5170,178685020
NGA,2030,Kaduna,"[120,Inf)",3906,337341760
NGA,2030,Kano,"[0,12)",4914542,6312031140
NGA,2030,Kano,"[12,40)",591994,3723406610
NGA,2030,Kano,"[40,80)",34310,649266745
NGA,2030,Kano,"[80,120)",5811,199742600
NGA,2030,Kano,"[120,Inf)",4529,395757090
NGA,2030,Katsina,"[0,12)",589085,786556750
NGA,2030,Katsina,"[12,40)",83442,528742650
NGA,2030,Katsina,"[40,80)",5019,94987965
NGA,2030,Katsina,"[80,120)",859,29831450
NGA,2030,Katsina,"[120,Inf)",624,55659215
NGA,2030,Lafia,"[0,12)",475496,333048995
NGA,2030,Lafia,"[12,40)",7924,48647565
NGA,2030,Lafia,"[40,80)",475,9079740
NGA,2030,Lafia,"[80,120)",76,2786410
NGA,2030,Lafia,"[120,Inf)",58,5467335
NGA,2030,Lagos,"[0,12)",18971404,21939379120
NGA,2030,Lagos,"[12,40)",1518900,9423380930
NGA,2030,Lagos,"[40,80)",84093,1591478110
NGA,2030,Lagos,"[80,120)",14916,517839735
NGA,2030,Lagos,"[120,Inf)",10843,974287565
NGA,2030,Lokoja,"[0,12)",1130747,616083500
NGA,2030,Lokoja,"[12,40)",9871,61117060
NGA,2030,Lokoja,"[40,80)",569,11073735
NGA,2030,Lokoja,"[80,120)",83,2884230
NGA,2030,Lokoja,"[120,Inf)",95,8046060
NGA,2030,Maiduguri,"[0,12)",1050289,756718000
NGA,2030,Maiduguri,"[12,40)",18967,116616405
NGA,2030,Maiduguri,"[40,80)",1074,20521760
NGA,2030,Maiduguri,"[80,120)",211,7612440
NGA,2030,Maiduguri,"[120,Inf)",128,12533735
NGA,2030,Makurdi,"[0,12)",520288,671126230
NGA,2030,Makurdi,"[12,40)",63798,401602930
NGA,2030,Makurdi,"[40,80)",3708,70235125
NGA,2030,Makurdi,"[80,120)",624,21474775
NGA,2030,Makurdi,"[120,Inf)",489,42704270
NGA,2030,Minna,"[0,12)",542199,749730805
NGA,2030,Minna,"[12,40)",89447,571536345
NGA,2030,Minna,"[40,80)",5627,106653000
NGA,2030,Minna,"[80,120)",904,31305685
NGA,2030,Minna,"[120,Inf)",712,62258780
NGA,2030,Nnewi,"[0,12)",1648004,768767745
NGA,2030,Nnewi,"[12,40)",9753,60090680
NGA,2030,Nnewi,"[40,80)",670,13034515
NGA,2030,Nnewi,"[80,120)",29,988785
NGA,2030,Nnewi,"[120,Inf)",128,9451310
NGA,2030,Ogbomosho,"[0,12)",821550,319237760
NGA,2030,Ogbomosho,"[12,40)",3205,19918050
NGA,2030,Ogbomosho,"[40,80)",187,3548895
NGA,2030,Ogbomosho,"[80,120)",7,190165
NGA,2030,Ogbomosho,"[120,Inf)",63,3841260
NGA,2030,Okene,"[0,12)",562528,762758385
NGA,2030,Okene,"[12,40)",85195,541607075
NGA,2030,Okene,"[40,80)",5231,99032895
NGA,2030,Okene,"[80,120)",868,30092790
NGA,2030,Okene,"[120,Inf)",654,57843740
NGA,2030,Okpogho,"[0,12)",628484,663198795
NGA,2030,Okpogho,"[12,40)",36335,224205995
NGA,2030,Okpogho,"[40,80)",1973,37594270
NGA,2030,Okpogho,"[80,120)",336,11685110
NGA,2030,Okpogho,"[120,Inf)",267,23737775
NGA,2030,Ondo,"[0,12)",605842,310515355
NGA,2030,Ondo,"[12,40)",4510,27796940
NGA,2030,Ondo,"[40,80)",297,5793645
NGA,2030,Ondo,"[80,120)",25,858845
NGA,2030,Ondo,"[120,Inf)",48,3921195
NGA,2030,Onitsha,"[0,12)",2032101,2039827685
NGA,2030,Onitsha,"[12,40)",99201,610094580
NGA,2030,Onitsha,"[40,80)",5435,102651140
NGA,2030,Onitsha,"[80,120)",999,34749095
NGA,2030,Onitsha,"[120,Inf)",705,64132325
NGA,2030,Oshogbo,"[0,12)",907746,1034357075
NGA,2030,Oshogbo,"[12,40)",68804,426034205
NGA,2030,Oshogbo,"[40,80)",3839,72567840
NGA,2030,Oshogbo,"[80,120)",644,22238720
NGA,2030,Oshogbo,"[120,Inf)",514,45130060
NGA,2030,Owerri,"[0,12)",1181379,1362539890
NGA,2030,Owerri,"[12,40)",93628,580774130
NGA,2030,Owerri,"[40,80)",5187,98280995
NGA,2030,Owerri,"[80,120)",892,30833010
NGA,2030,Owerri,"[120,Inf)",687,60883095
NGA,2030,Oyo,"[0,12)",599775,344484080
NGA,2030,Oyo,"[12,40)",5953,36639065
NGA,2030,Oyo,"[40,80)",340,6284570
NGA,2030,Oyo,"[80,120)",80,2617415
NGA,2030,Oyo,"[120,Inf)",52,4626375
NGA,2030,Port Harcourt,"[0,12)",2848299,5005967335
NGA,2030,Port Harcourt,"[12,40)",1502053,10822669020
NGA,2030,Port Harcourt,"[40,80)",191508,3633639240
NGA,2030,Port Harcourt,"[80,120)",31357,1084480700
NGA,2030,Port Harcourt,"[120,Inf)",22279,1916143055
NGA,2030,Potiskum,"[0,12)",687590,304776460
NGA,2030,Potiskum,"[12,40)",3652,22720155
NGA,2030,Potiskum,"[40,80)",215,4271595
NGA,2030,Potiskum,"[80,120)",11,337625
NGA,2030,Potiskum,"[120,Inf)",53,3722270
NGA,2030,Residual_NGA,"[0,12)",115309198,196223241530
NGA,2030,Residual_NGA,"[12,40)",51962285,366130041460
NGA,2030,Residual_NGA,"[40,80)",5692387,107835462030
NGA,2030,Residual_NGA,"[80,120)",922507,31905606300
NGA,2030,Residual_NGA,"[120,Inf)",663117,57275018535
NGA,2030,Saki,"[0,12)",571066,37681140
NGA,2030,Saki,"[12,40)",48,328500
NGA,2030,Saki,"[40,80)",3,51465
NGA,2030,Saki,"[80,120)",0,0
NGA,2030,Saki,"[120,Inf)",1,79935
NGA,2030,Sokoto,"[0,12)",856540,921538130
NGA,2030,Sokoto,"[12,40)",52910,326458920
NGA,2030,Sokoto,"[40,80)",2897,54722625
NGA,2030,Sokoto,"[80,120)",535,18669020
NGA,2030,Sokoto,"[120,Inf)",368,33607740
NGA,2030,Umuahia,"[0,12)",1169756,970776995
NGA,2030,Umuahia,"[12,40)",31612,194202995
NGA,2030,Umuahia,"[40,80)",1762,33855940
NGA,2030,Umuahia,"[80,120)",264,9158215
NGA,2030,Umuahia,"[120,Inf)",263,22634380
NGA,2030,Uyo,"[0,12)",1634675,1876767950
NGA,2030,Uyo,"[12,40)",127509,790519190
NGA,2030,Uyo,"[40,80)",7036,133167695
NGA,2030,Uyo,"[80,120)",1208,41549775
NGA,2030,Uyo,"[120,Inf)",954,83682455
NGA,2030,Warri,"[0,12)",864573,1468225640
NGA,2030,Warri,"[12,40)",385642,2713465845
NGA,2030,Warri,"[40,80)",41861,792896070
NGA,2030,Warri,"[80,120)",6789,234824940
NGA,2030,Warri,"[120,Inf)",4874,421270590
NGA,2030,Zaria,"[0,12)",925994,836990260
NGA,2030,Zaria,"[12,40)",32361,198706730
NGA,2030,Zaria,"[40,80)",1774,33630370
NGA,2030,Zaria,"[80,120)",328,11461000
NGA,2030,Zaria,"[120,Inf)",233,21347025
