Shape_Leng,Shape_Area,ADM3_EN,ADM3_PCODE,ADM3_REF,ADM3ALT1EN,ADM3ALT2EN,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,validTo,pop_2020
2.117326102,0.076445253,Padyere,UG309102,,,,Nebbi,UG3091,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,,268846.3125
1.628837012,0.062823337,Pallisa,UG205902,,,,Pallisa,UG2059,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,,322545.375
2.568917896,0.146700583,Pian,UG308801,,,,Nabilatuk,UG3088,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,,100214.8594
2.82592117,0.132668001,Pokot,UG306901,,,,Amudat,UG3069,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,,155832.3281
1.149840625,0.040149301,Rubabo,UG413302,,,,Rukungiri,UG4133,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,,164955.3906
1.435936549,0.056055127,Rubanda,UG413001,,,,Rubanda,UG4130,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,,232947.4063
1.865515918,0.079769695,Ruhaama,UG412903,,,,Ntungamo,UG4129,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,,284896.3125
1.313306974,0.044199868,Ruhinda,UG412701,,,,Mitooma,UG4127,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,,214910.4219
1.310459212,0.034706241,Rukiga,UG413201,,,,Rukiga,UG4132,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,,118740
0.416717526,0.005322057,Rukungiri Municipality,UG413303,,,,Rukungiri,UG4133,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,,42291.30078
1.315721705,0.054902045,Rushenyi,UG412904,,,,Ntungamo,UG4129,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,,156190.6094
1.141960513,0.046691526,Rwampara,UG413401,,,,Rwampara,UG4134,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,,159313.0625
1.47837258,0.061349468,Samia-Bugwe,UG203502,,,,Busia,UG2035,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,,351376
1.334489497,0.066731569,Serere,UG206002,,,,Serere,UG2060,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,,216158.3125
0.77602124,0.021922362,Sheema,UG413501,,,,Sheema,UG4135,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,,81894.10156
0.599782789,0.014772416,Sheema,UG413501,,,,Sheema,UG4135,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,,68488.24219
0.645703011,0.02010252,Sheema Municipality,UG413502,,,,Sheema,UG4135,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,,95895.50781
1.810031338,0.112663511,Soroti,UG206201,,,,Soroti,UG2062,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,,334189
0.215080337,0.002447166,Soroti Municipality,UG206202,,,,Soroti,UG2062,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,,66910.04688
1.955297878,0.094146397,Terego,UG307203,,,,Arua,UG3072,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,,300449.5938
0.748290963,0.015733767,Tingey,UG204502,,,,Kapchorwa,UG2045,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,,69906.01563
0.374976725,0.003185701,Tingey,UG204502,,,,Kapchorwa,UG2045,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,,9741.339844
1.262777052,0.058928498,Toroma,UG204702,,,,Katakwi,UG2047,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,,78745.96094
1.6388386,0.032384115,Tororo,UG206301,,,,Tororo,UG2063,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,,237878.0625
0.206171128,0.002507756,Tororo Municipality,UG206302,,,,Tororo,UG2063,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,,52020.98828
1.725540017,0.066247986,Vurra,UG307204,,,,Arua,UG3072,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,,170245.2344
1.417824302,0.061931475,West Budama (Kisolo),UG206303,,,,Tororo,UG2063,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,,376345.0313
