country,provpcode,province,ctypcode,county,scpcode,subcounty,dhis2_id,pop_f0,pop_f1,pop_f5,pop_f10,pop_f15,pop_f20,pop_f25,pop_f30,pop_f35,pop_f40,pop_f45,pop_f50,pop_f55,pop_f60,pop_f65,pop_f70,pop_f75,pop_f80,pop_m0,pop_m1,pop_m5,pop_m10,pop_m15,pop_m20,pop_m25,pop_m30,pop_m35,pop_m40,pop_m45,pop_m50,pop_m55,pop_m60,pop_m65,pop_m70,pop_m75,pop_m80,pop_f02022,pop_f12022,pop_f52022,pop_f102022,pop_f152022,pop_f202022,pop_f252022,pop_f302022,pop_f352022,pop_f402022,pop_f452022,pop_f502022,pop_f552022,pop_f602022,pop_f652022,pop_f702022,pop_f752022,pop_f802022,pop_m02022,pop_m12022,pop_m52022,pop_m102022,pop_m152022,pop_m202022,pop_m252022,pop_m302022,pop_m352022,pop_m402022,pop_m452022,pop_m502022,pop_m552022,pop_m602022,pop_m652022,pop_m702022,pop_m752022,pop_m802022,pop_f02030,pop_f12030,pop_f52030,pop_f102030,pop_f152030,pop_f202030,pop_f252030,pop_f302030,pop_f352030,pop_f402030,pop_f452030,pop_f502030,pop_f552030,pop_f602030,pop_f652030,pop_f702030,pop_f752030,pop_f802030,pop_m02030,pop_m12030,pop_m52030,pop_m102030,pop_m152030,pop_m202030,pop_m252030,pop_m302030,pop_m352030,pop_m402030,pop_m452030,pop_m502030,pop_m552030,pop_m602030,pop_m652030,pop_m702030,pop_m752030,pop_m802030,Totpop_2020,Totpop_2022,Totpop_2030,cons_class12,cons_class40,cons_class80,cons_class12_2030,cons_class40_2030,cons_class80_2030,pop2020_f,pop2020_m,pop2022_f,pop2022_m,pop2030_f,pop2030_m,Females_2022_12USD,Males_2022_12USD,Females_2022_40USD,Males_2022_40USD,Females_2022_80USD,Males_2022_80USD,Females_2030_12USD,Males_2030_12USD,Females_2030_40USD,Males_2030_40USD,Females_2030_80USD,Males_2030_80USD
Kenya,KEN_1_8,Nairobi,KEN_2_47,Nairobi,KEN_3_284,Embakasi Central Sub County,XvpLXU47BKs,2740.907495,10353.74418,9921.90141,8308.529228,11061.86429,17855.81323,15927.26749,11665.77829,7823.904825,4715.547265,2834.013572,1639.703876,1072.314684,599.1860256,333.3198888,186.2012471,94.4115552,109.1528201,2489.09236,9389.371038,8614.769699,6753.948401,6586.561611,13815.56378,16000.59285,14312.29333,11182.56302,7592.308655,4570.85645,2442.502505,1256.896112,680.2898722,348.8786777,134.7312293,67.4511299,58.56955383,2696.504794,10186.01353,10059.81584,8415.709255,11662.52352,17584.40487,15476.52582,11943.42381,8197.887476,4945.194416,3100.127447,1741.037575,1649.112753,685.8882436,448.2485864,207.0185466,125.1425164,115.6364977,2480.131627,9355.569302,8694.025581,6869.440919,6838.82692,13399.71531,15560.57655,14743.09336,11814.37783,8124.529491,5131.700536,2715.085784,1914.504157,792.673759,460.8687332,140.4303603,84.3813635,58.56955383,2549.545283,9630.875791,9849.565689,8877.731693,12974.55742,19525.72317,14256.97558,11503.90582,9298.043975,5936.705897,3936.231819,2344.132991,2917.115549,1922.544747,846.6967549,445.4004029,219.9254583,192.025968,2391.590928,9021.575478,8738.365111,7207.417412,7530.232322,14004.04247,13786.67082,14340.60691,13731.85135,10193.84715,7024.784864,4081.58846,3717.009821,2220.437734,891.6888251,270.7778207,122.8592653,80.5214226,213540.8017,218418.7166,236583.5722,76281.53548,16625.42114,3388.623543,95702.90799,27107.36717,5449.841933,107243.5614,106297.2403,77882.17208,81779.33371,86319.98555,91996.91925,34914.05879,39178.19662,5792.296725,6678.431671,1180.596442,1361.108418,44166.89204,49172.15412,9690.883762,11067.93801,1948.318491,2225.170461
Kenya,KEN_1_8,Nairobi,KEN_2_47,Nairobi,KEN_3_285,Embakasi East Sub County,gD4xxgDGJ4Y,3373.56215,12743.58895,12214.85209,10231.58883,13616.09089,21969.01856,19596.16694,14355.94157,9630.368829,5806.026205,3491.279263,2021.318454,1322.890779,739.7289491,412.2245942,230.5709023,116.9570344,135.3277661,3063.671381,11556.80166,10606.33544,8318.513888,8112.272104,17001.40801,19686.45915,17609.717,13760.22088,9343.453522,5626.543545,3007.787582,1548.767449,838.6844474,430.4737457,166.7192183,83.48918138,72.60730142,3318.910443,12537.14281,12384.63854,10363.57633,14355.44463,21635.08947,19041.59541,14697.61298,10090.70046,6088.779681,3819.110386,2146.235934,2034.473729,846.767728,554.3596342,256.3487291,155.0265491,143.3662354,3052.642164,11515.19718,10703.91372,8460.760475,8422.972126,16489.66563,19145.08152,18139.76948,14537.67336,9998.429614,6316.920438,3343.456676,2359.082578,977.2351181,568.6558181,173.7714413,104.4449659,72.60730142,3138.029824,11853.86852,12125.79959,10932.53667,15970.43215,24023.60335,17541.11769,14156.74083,11444.87246,7309.580007,4849.124457,2889.692062,3598.780579,2373.489942,1047.129913,551.5342907,272.4436574,238.0739706,2943.662839,11104.10464,10758.50368,8877.029891,9274.534608,17233.34955,16962.54223,17644.55377,16897.13775,12545.02964,8647.232387,5026.218422,4580.158825,2737.431013,1100.235277,335.0660931,152.0718704,99.82051799,262841.4283,268851.4593,291235.533,93894.89347,20464.2203,4171.054562,117810.7472,33369.30139,6708.782039,132007.5028,130833.9255,95864.91156,100649.7661,106266.6154,113235.3819,42975.69274,48224.41729,7129.734351,8220.477293,1453.195409,1675.387486,54369.65983,60531.16191,11929.52525,13624.68576,2398.389579,2739.195707
Kenya,KEN_1_8,Nairobi,KEN_2_47,Nairobi,KEN_3_283,Embakasi North Sub County,SSz1iOv28Jk,2525.65728,9540.637859,9166.343662,7774.183552,10373.77145,16487.69769,14528.85637,10654.80727,7224.518326,4414.112311,2680.16932,1573.139326,1014.581657,587.9812883,336.3861415,190.3917731,93.34190188,108.5106342,2291.35377,8643.461249,7971.407906,6334.268571,6332.481289,12993.35728,14686.46069,13042.39258,10208.48045,7048.915868,4302.189315,2340.354961,1219.34872,661.3775511,346.3286919,142.5084957,68.22822185,60.40952708,2484.741632,9386.079526,9293.755839,7874.47052,10937.06724,16237.08468,14117.68973,10908.39169,7569.850302,4629.07958,2931.837219,1670.359336,1560.325131,673.0621807,452.3720831,211.6775733,123.7246909,114.9561658,2283.104897,8612.344789,8044.744859,6442.584564,6575.015323,12602.25723,14282.58303,13434.96859,10785.2596,7543.04487,4830.067945,2601.538575,1857.311971,770.6371225,457.5002019,148.536605,85.35350553,60.40952708,2349.323213,8874.538192,9099.516342,8306.778951,12167.48731,18029.65883,13005.21578,10506.96287,8585.724212,5557.210036,3722.553717,2248.97181,2760.059123,1886.593293,854.4856277,455.424299,217.4337719,190.896209,2201.598052,8304.88408,8085.773058,6759.559725,7239.749372,13170.61903,12654.36856,13068.19395,12535.70723,9464.258398,6611.880009,3910.89294,3605.971192,2158.708708,885.1713907,286.4082818,124.2747041,83.05101783,197968.413,202593.7883,219969.9033,70754.76631,15420.8719,3143.110129,88982.33812,25203.79957,5067.136285,99275.08782,98693.32514,72137.47761,76034.48409,80188.6769,85799.25478,32384.45654,36339.64797,5372.631772,6194.564244,1095.059569,1262.493046,41065.34904,45719.12533,9010.358345,10290.71136,1811.501222,2068.911745
Kenya,KEN_1_8,Nairobi,KEN_2_47,Nairobi,KEN_3_286,Embakasi West Sub County,aCwUX5V42Zz,2409.363737,9101.340914,8721.734879,7303.519011,9723.805733,15695.95125,14000.68471,10254.67054,6877.514775,4145.148272,2491.207541,1441.363039,942.6060636,526.707688,293.0010732,163.6780905,82.9914052,95.94954664,2188.008319,8253.619911,7572.715996,5936.981501,5789.842272,12144.41435,14065.13949,12581.05995,9829.904665,6673.93227,4017.959338,2147.054113,1104.860251,598.0010779,306.6778479,118.4339555,59.2921524,51.48489998,2370.332044,8953.899191,8842.966994,7397.734406,10251.80838,15457.37279,13604.46533,10498.7317,7206.259981,4347.016993,2725.131929,1530.439275,1449.633865,602.9222904,394.0278433,181.977301,110.0051076,101.6489497,2180.131489,8223.906879,7642.384983,6038.503885,6011.593231,11778.86748,13678.34816,12959.74986,10385.29428,7141.774922,4510.962948,2386.665351,1682.923134,696.790856,405.1214371,123.4437119,74.17448266,51.48489998,2241.148948,8465.911685,8658.148984,7803.870025,11405.13683,17163.86675,12532.43346,10112.37837,8173.340071,5218.5939,3460.100011,2060.58344,2564.257344,1689.99118,744.2791931,391.5241632,193.3229761,168.7982459,2102.300795,7930.313404,7681.361146,6335.598276,6619.365307,12310.0944,12119.01647,12605.94869,12070.82754,8960.784995,6175.05718,3587.874023,3267.395264,1951.850546,783.8289565,238.0241652,107.9980467,70.78144049,187710.6206,191998.4964,207966.1062,67054.41886,14614.38795,2978.731104,84126.55597,23828.4237,4790.621749,94271.23826,93439.38237,68461.44174,71887.19475,75878.60593,80868.84702,30690.80751,34439.14953,5091.652761,5870.599638,1037.789917,1196.466923,38824.40558,43224.22446,8518.661474,9729.145398,1712.647275,1956.01086
Kenya,KEN_1_8,Nairobi,KEN_2_47,Nairobi,KEN_3_287,Makadara  Sub County,wwROy3Qkwin,2435.106421,9198.582997,8837.195152,7492.896291,9997.926961,15895.83311,14011.16416,10274.86379,6965.174627,4254.360739,2582.587494,1515.388659,977.6319184,566.1227867,323.6913396,183.157539,89.85769522,104.4482007,2297.490982,8666.61197,7991.831629,6348.594403,6343.362267,13021.93895,14726.76915,13080.32736,10237.75866,7066.446025,4311.57875,2344.547889,1221.207387,662.3554474,346.687901,142.4727692,68.27237814,60.42466936,2395.657697,9049.565952,8960.032165,7589.554653,10540.8144,15654.21644,13614.64822,10519.40555,7298.109974,4461.548107,2825.092459,1609.039678,1503.500127,648.0407539,435.3001135,203.6345519,119.106375,110.6524239,2289.220014,8635.412167,8065.35648,6457.155367,6586.313042,12629.97858,14321.783,13474.04521,10816.19202,7561.803891,4840.609463,2606.199434,1860.143092,771.7765673,457.9747172,148.4993674,85.40874505,60.42466936,2265.094352,8556.364608,8772.767492,8006.221203,11726.65601,17382.44194,12541.81394,10132.29142,8277.516332,5356.088503,3587.019896,2166.411023,2659.541375,1816.458233,822.2383843,438.1197384,209.3175435,183.7494151,2207.49486,8327.127953,8106.489798,6774.847411,7252.189291,13199.59062,12689.09973,13106.20378,12571.65999,9487.795342,6626.310294,3917.899609,3611.467813,2161.90052,886.0894829,286.3364801,124.3551328,83.07183544,194644.6685,199206.2155,216320.0414,69571.67512,15163.01934,3090.554152,87505.8941,24785.60423,4983.059565,95705.98988,98938.67858,69543.10917,76221.1518,77299.66376,86003.96992,31842.9557,35732.01234,5282.795939,6090.98487,1076.749067,1241.382886,40383.97013,44960.52839,8860.853511,10119.96221,1781.443795,2034.58322
Kenya,KEN_1_8,Nairobi,KEN_2_47,Nairobi,KEN_3_290,Mathare  Sub County,gh2kzpOFCeF,2567.902253,9700.213206,9414.930329,8380.45762,11275.38657,16901.11703,14176.86479,10450.75937,7406.000656,4765.638928,3002.003911,1850.206296,1138.288415,742.3329474,459.8917394,269.4142652,120.4791611,142.2913797,2455.819693,9263.86469,8718.701897,7287.976071,7936.427956,15101.70651,15556.93242,13410.99656,10575.177,7810.038031,5014.316231,2900.730786,1572.919132,858.8685268,478.6507533,231.65412,99.32575577,92.47167691,2526.302236,9543.069752,9545.797861,8488.565523,11887.64006,16644.22005,13775.65951,10699.48744,7760.007488,4997.725544,3283.892079,1964.549045,1750.573754,849.7485249,618.4624112,299.5347801,159.695128,150.7434877,2446.978742,9230.514777,8798.913954,7412.600462,8240.393146,14647.14514,15129.11678,13814.66756,11172.6745,8357.521697,5629.572833,3224.452341,2395.870422,1000.753607,632.2976452,241.4530893,124.2565205,92.47167691,2388.618764,9022.972451,9346.290686,8954.58777,13224.99957,18481.74194,12690.13755,10305.74631,8801.400493,5999.769516,4169.557772,2645.068834,3096.589913,2381.845115,1168.213649,644.4490793,280.6482179,250.3246356,2359.621601,8900.9854,8843.788415,7777.300405,9073.496893,15307.73139,13404.39747,13437.52714,12985.99957,10486.18247,7706.322251,4847.319205,4651.582424,2803.311005,1223.369484,465.5698467,180.9174938,127.1300614,212130.7567,217537.3296,238435.5148,75973.7159,16558.33242,3374.949399,96452.05675,27319.55979,5492.502521,102764.1789,109366.5778,74841.93931,84702.64696,84140.49258,96700.8567,34773.16977,39020.10049,5768.923016,6651.482134,1175.832371,1355.615925,44512.62419,49557.06676,9766.742623,11154.57626,1963.569651,2242.588779
Kenya,KEN_1_8,Nairobi,KEN_2_47,Nairobi,KEN_3_277,Langata  Sub County,aTGYlhEw2Xx,2539.003258,9591.052652,9629.478329,8576.290587,10741.33786,15529.60124,13311.14557,10802.74881,8150.033665,5446.819831,3527.279747,2180.166383,1424.859098,911.4818031,562.3998671,291.9634855,160.7015037,170.2879099,2174.422896,8202.369117,7931.128431,6798.099434,7038.960055,12730.26084,13275.25117,11831.07009,10072.05784,7565.595541,5036.500669,2958.661885,1721.46449,919.633059,560.7484906,234.625854,120.5679071,96.3825353,2497.871405,9435.677599,9763.328077,8686.924735,11324.59251,15293.5513,12934.44015,11059.85423,8539.605274,5712.079957,3858.491315,2314.900665,2191.290807,1043.37322,756.3153412,324.6050032,213.0098431,180.4030117,2166.594974,8172.840588,8004.094812,6914.346935,7308.552225,12347.07999,12910.18176,12187.1853,10641.12911,8095.943788,5654.479301,3288.848552,2622.134711,1071.55644,740.7487561,244.5505276,150.8304518,96.3825353,2361.737413,8921.43317,9559.274521,9163.836903,12598.60916,16981.95936,11915.20627,10652.8516,9685.620302,6857.351988,4899.126422,3116.782256,3876.174309,2924.575136,1428.604048,698.3876644,374.3434983,299.5772412,2089.247533,7881.070179,8044.915696,7254.532804,8047.446855,12903.9333,11438.42104,11854.47515,12368.18437,10157.98067,7740.416715,4944.126028,5090.874541,3001.643901,1433.200693,471.5423273,219.6091378,132.5067095,202814.4519,208747.7952,231389.5789,72904.01936,15889.29768,3238.585522,93601.83116,26512.24773,5330.195238,103546.6516,99267.80031,75746.51263,77359.60345,86309.16925,89804.36143,33368.16966,37443.50434,5535.831311,6382.730877,1128.323196,1300.842646,43197.24508,48092.62085,9478.128562,10824.95075,1905.544798,2176.318716
Kenya,KEN_1_8,Nairobi,KEN_2_47,Nairobi,KEN_3_288,Kamukunji  Sub County,qoLIT7y5f5c,3379.485616,12765.95793,12387.87185,11015.89965,14818.78933,22238.88831,18673.93561,13764.30354,9744.980897,6264.120874,3943.109789,2428.014769,1495.086164,972.9425698,601.9741547,352.4612298,157.8478782,186.3767938,3152.950488,11893.58673,11188.91825,9343.265212,10158.14524,19356.71052,19978.04512,17233.35953,13587.07232,10020.14086,6426.781004,3713.511237,2012.203145,1098.604154,611.6089706,295.2722549,126.8103604,117.9692199,3324.737949,12559.14941,12560.06327,11158.00475,15623.44959,21900.8572,18145.46323,14091.89396,10210.79098,6569.183561,4313.367798,2578.066082,2299.293012,1113.72736,809.5348432,391.8663953,209.2273625,197.4475753,3141.599867,11850.76982,11291.8563,9503.035047,10547.2022,18774.07353,19428.64888,17752.08365,14354.7419,10722.55273,7215.347033,4127.939091,3064.987831,1280.093561,807.9354502,307.7622713,158.6397609,117.9692199,3143.539731,11874.67577,12297.55795,11770.57921,17381.08767,24318.71184,16715.60073,13573.31226,11581.07913,7886.304865,5476.683093,3471.108173,4067.21941,3121.777789,1529.130365,843.1005496,367.6961669,327.8814435,3029.444751,11427.69733,11349.44477,9970.584371,11613.52434,19620.78425,17213.78291,17267.45177,16684.51651,13453.58692,9877.088553,6205.530836,5950.673874,3585.798082,1563.193509,593.4272115,230.9794919,162.1840836,275507.0016,282503.3625,309546.7397,98662.74558,21503.36494,4382.854912,125218.0059,35467.37016,7130.591472,135192.0469,140314.9546,98454.16896,108659.9771,110660.6935,124022.5223,45157.93865,50673.18613,7491.772346,8637.901698,1526.986651,1760.461332,57788.10974,64337.01146,12679.58483,14481.32724,2549.186451,2911.420498
Kenya,KEN_1_8,Nairobi,KEN_2_47,Nairobi,KEN_3_274,Westlands  Sub County,f1T0Ltob8VQ,2993.719791,11308.70631,11815.12925,11420.84876,14421.66429,20913.38459,18741.37525,17244.92544,14835.47147,11258.80711,7930.572654,5606.919489,4000.532583,2792.369595,1864.763608,1076.603666,582.9912579,447.4280523,2749.588208,10372.01653,10709.24609,9878.572287,10663.87808,18649.24896,18675.23218,17257.38632,16663.72886,13822.79131,10294.35047,6845.036889,4586.273975,2890.858227,2063.485384,984.2340233,526.0423322,291.7097358,2945.221531,11125.50527,11979.35954,11568.1777,15204.76066,20595.50114,18210.99433,17655.35466,15544.60701,11807.11102,8675.253426,5953.427113,6152.419059,3196.425476,2507.7341,1196.967956,772.7549124,474.0052786,2739.689691,10334.67727,10807.77115,10047.49587,11072.30461,18087.90656,18161.6633,17776.83365,17605.22954,14791.76898,11557.46727,7608.943006,6985.812519,3368.428006,2725.864192,1025.867122,658.0789575,291.7097358,2784.706957,10519.16523,11728.99093,12203.27066,16915.29623,22869.24447,16775.96797,17005.63761,17630.69327,14174.43677,11014.96927,8015.694265,10883.01407,8959.580608,4736.858942,2575.276558,1358.039483,787.1331656,2641.882769,9965.729292,10862.89078,10541.83267,12191.71461,18903.67115,16091.23368,17291.52609,20462.5583,18559.23254,15821.01695,11438.52402,13562.95501,9435.640531,5274.002039,1978.076986,958.1629622,401.0425448,317179.893,331213.0916,387319.6694,115674.3506,25211.01314,5138.554503,156678.7514,44378.46801,8922.136716,159256.2131,157923.6799,127947.3161,131717.8775,153701.8427,162369.3574,52944.15026,59410.34646,8783.516977,10127.26398,1790.272389,2064.003187,72307.24375,80501.54245,15865.30231,18119.72849,3189.663876,3642.908421
Kenya,KEN_1_8,Nairobi,KEN_2_47,Nairobi,KEN_3_289,Starehe  Sub County,nKHlZyN0lt9,2629.448944,9932.707759,9579.678356,8258.316524,11040.0171,17195.69675,14916.18081,10971.39185,7554.362122,4700.137356,2892.04451,1727.591094,1096.722589,663.4995359,391.5445732,224.1756074,106.4122228,124.1668737,2572.652802,9704.580246,9013.584112,7289.020058,7505.385123,14983.21694,16419.13602,14448.62334,11348.19733,8013.239756,4979.268615,2769.305028,1466.085653,796.8846901,428.119578,187.6567789,86.16199083,77.59473351,2586.851871,9771.797894,9712.835885,8364.848807,11639.49002,16934.32215,14494.05289,11232.51098,7915.460631,4929.034045,3163.60749,1834.356224,1686.64967,759.5079188,526.549142,249.2384404,141.0494014,131.542386,2563.391252,9669.643757,9096.509086,7413.662301,7792.841373,14532.22211,15967.60978,14883.52691,11989.37048,8574.967863,5590.224874,3078.359469,2233.141667,928.5300409,565.5459626,195.5946606,107.7886505,77.59473351,2445.868444,9239.234909,9509.837615,8824.079006,12948.93265,18803.87132,13351.92153,10819.15457,8977.715448,5917.305371,4016.83243,2469.77722,2983.514602,2128.900696,994.5986743,536.2365044,247.880218,218.4392861,2471.878184,9324.437475,9142.901282,7778.414486,8580.697636,15187.62533,14147.30226,14477.20662,13935.24531,10759.01218,7652.45883,4627.697789,4335.644546,2600.998351,1094.218328,377.1456246,156.9402752,106.6772396,216092.8074,221334.2308,241190.6022,77299.76278,16847.34191,3433.855839,97566.54615,27635.2333,5555.967584,104004.0946,112088.7128,75637.3714,86517.31857,84415.08052,98038.87032,35380.10142,39701.15816,5869.613923,6767.577247,1196.355374,1379.276875,45026.96105,50129.69141,9879.595905,11283.46576,1986.258411,2268.501565
Kenya,KEN_1_3,Eastern,KEN_2_16,Machakos,KEN_3_76,Yatta Sub County,CeukNtGhW7J,2361.608082,8920.920928,11462.45508,11368.69379,9922.967882,6279.715686,5869.814421,6130.402091,5583.463872,4499.296891,4064.533759,3180.762163,3183.266324,2208.469387,1694.312023,1021.865955,595.1022231,762.6682601,2443.031598,9215.61441,11997.24232,12050.4886,11362.163,7049.946479,5054.847991,5135.063631,4845.606968,4041.830503,3402.483125,2643.935176,2103.018772,1536.300942,1185.83685,849.4974637,444.4043223,531.7542612,2334.921911,8820.114522,11653.87808,11380.06248,9958.690567,6282.227572,5874.510273,6527.652146,5626.456544,4738.209556,4303.528344,3446.991956,3531.197333,2227.241376,1856.118821,1038.420183,711.5637282,751.2282362,2430.572137,9168.614776,12105.2175,12058.92394,11468.96733,7059.11141,5089.726442,5531.490543,4941.549986,4273.831574,3558.316852,2903.834004,2261.376085,1515.099989,1233.388908,787.7389981,474.6238162,504.3689167,2202.531839,8320.014028,11603.7664,11876.23321,10036.36835,6341.908734,5889.784,7139.293152,6614.462313,5198.289704,5282.150689,4411.115607,4905.892455,2874.032272,2136.392763,1315.989898,921.3327153,888.1771437,2315.119961,8733.105574,12108.84906,12344.72044,11652.47081,7239.824662,5160.982612,6234.542991,6071.188313,4857.209584,4341.502391,3674.511549,3129.744502,1766.758098,1267.553781,775.1351741,433.189157,442.5332875,175003.3852,178429.7668,190506.6772,62315.6147,13581.57425,2768.221139,77063.8588,21827.95026,4388.433518,89110.31881,85893.0664,56874.03664,51603.42485,63955.1898,57047.14691,28521.85685,32005.29971,4731.820468,5455.718375,964.448245,1111.911385,35564.97084,39595.41065,7803.49222,8912.352093,1568.864983,1791.797405
Kenya,KEN_1_3,Eastern,KEN_2_16,Machakos,KEN_3_79,Kathiani Sub County,iCey76HYgLP,1394.369644,5267.212356,6079.928246,6186.610872,5974.72344,6018.473795,5351.016708,4996.570043,4182.339815,3150.824141,2594.920674,1995.782603,1680.041504,1134.43139,898.7034435,609.6624738,327.3832226,418.6949947,1301.220146,4908.465609,5608.913291,5591.314018,5422.259787,5965.492012,5469.422479,5069.532847,4446.398416,3417.534409,2593.281297,1822.194673,1305.000448,864.2874345,579.9666321,403.05965,210.7804058,225.1371741,1378.613267,5207.692856,6181.463048,6192.797483,5996.232445,6020.881184,5355.297521,5320.347782,4214.543831,3318.132903,2747.50201,2162.829607,1863.67004,1144.074057,984.5296224,619.5390059,391.4521193,412.4145698,1294.583923,4883.432434,5659.393511,5595.227938,5473.229029,5973.247151,5507.161494,5460.900783,4534.437104,3613.700884,2712.05358,2001.31641,1403.266982,852.3602679,603.223294,373.7572135,225.1134734,213.5426096,1300.445894,4912.416671,6154.882756,6462.803453,6043.003058,6078.079555,5369.221295,5818.864369,4954.617728,3640.323608,3372.283967,2767.773048,2589.196787,1476.313163,1133.193595,785.1417821,506.852204,487.5977458,1233.091187,4651.469394,5661.091329,5727.83484,5560.800693,6126.162278,5584.261755,6154.981272,5571.009426,4106.971054,3308.976573,2532.465785,1942.121503,993.9373084,619.9325793,367.777098,205.4610671,187.3622857,113465.9501,115891.9614,124388.7181,40474.63012,8821.371607,1797.987988,50317.78806,14252.2603,2865.367387,58261.68937,55204.26073,40551.4467,38947.31028,45022.46191,43262.22068,18525.23821,20787.77003,3073.365868,3543.544974,626.4190151,722.1978353,23221.65919,25853.27951,5095.183057,5819.19788,1024.368841,1169.929504
Kenya,KEN_1_3,Eastern,KEN_2_16,Machakos,KEN_3_78,Matungulu Sub County,GnixPSqaV6D,2028.534809,7662.7539,9311.576245,9432.340587,8143.01807,6062.610164,5964.590519,6315.579085,5402.091803,4453.766931,4121.579615,3558.358556,3016.598741,2165.122695,1768.74181,1194.379197,675.396738,783.359538,2124.413745,8013.741431,9655.336685,9606.042928,9148.602674,7220.413854,5963.226418,5938.442491,5436.602645,4471.427934,3775.075197,3100.674254,2402.962905,1687.355436,1196.116846,860.7371254,460.4477805,517.8742336,2005.612366,7576.164781,9467.079568,9441.772928,8172.332935,6065.035208,5969.362191,6724.82861,5443.68791,4690.261955,4363.928496,3856.193167,3346.312983,2183.526238,1937.656653,1213.72814,807.5718796,771.6091449,2113.579235,7972.871349,9742.234716,9612.767158,9234.599539,7229.800392,6004.37268,6396.890252,5544.247377,4728.087898,3947.973641,3405.470533,2583.906012,1664.069931,1244.081132,798.1615364,491.7582296,491.2037106,1891.894145,7146.596238,9426.371126,9853.434228,8236.077132,6122.653042,5984.882533,7354.945051,6399.599507,5145.686391,5356.285836,4934.770395,4649.032627,2817.622258,2230.242808,1538.157672,1045.64407,912.273492,2013.184221,7594.15996,9745.157386,9840.589739,9382.353131,7414.883282,6088.433897,7209.935003,6811.662327,5373.471896,4816.92264,4309.282412,3576.12592,1940.471946,1278.542179,785.3909518,448.8277362,430.9821357,163639.8936,167242.7405,180106.5453,58408.60728,12730.04913,2594.661742,72856.79211,20636.31979,4148.860354,82060.399,81579.49458,55546.03551,53764.62286,62727.87281,59867.28546,26733.61955,29998.6607,4435.149115,5113.660734,903.9801508,1042.197782,33623.40956,37433.81978,7377.484326,8425.809371,1483.217577,1693.979683
Kenya,KEN_1_3,Eastern,KEN_2_16,Machakos,KEN_3_82,Mwala Sub County,fYYivceocJ2,2114.55018,7987.659349,11011.50731,12086.18491,10455.55841,5853.8834,5537.46564,6786.117368,6104.395068,5328.203803,4616.638803,3902.558327,3471.69223,2522.413396,2271.088789,1416.832862,909.6929941,1151.404067,2269.626184,8561.519095,11911.79733,13069.00453,12555.52657,7376.209675,5050.689439,5153.81271,5136.989833,4468.120352,3795.270506,3164.440313,2530.288989,1976.469914,1397.701963,1097.026741,575.8342937,818.90477,2090.655763,7897.398798,11195.39949,12098.27109,10493.19842,5856.224953,5541.895612,7225.857774,6151.39891,5611.131425,4888.097165,4229.202459,3851.148191,2543.85391,2487.977769,1439.785554,1087.719913,1134.133006,2258.05109,8517.855347,12019.00351,13078.15283,12673.54852,7385.798747,5085.539196,5551.687051,5238.702231,4724.590461,3969.093895,3475.504795,2720.81975,1949.194629,1453.749812,1017.272897,614.9910257,776.7311743,1972.115582,7449.616286,11147.25927,12625.75571,10575.04537,5911.85909,5556.304541,7902.920647,7231.584558,6155.972286,5999.65046,5412.110387,5350.400182,3282.589086,2863.662412,1824.640233,1408.379743,1340.885453,2150.793664,8113.257218,12022.60921,13388.10506,12876.3253,7574.875195,5156.736745,6257.306475,6436.269562,5369.497058,4842.691461,4397.903768,3765.614534,2272.955857,1494.018682,1000.996531,561.3023092,681.5039324,184437.0801,188333.6372,202373.5139,65774.48695,14335.42913,2921.87321,81864.23764,23187.63342,4661.79309,93527.84691,90909.23321,62541.62506,56637.22419,70816.00445,62687.99741,30104.98268,33781.7765,4994.463508,5758.54188,1017.980627,1173.628812,37780.34567,42061.8453,8289.578947,9467.510725,1666.59103,1903.410118
