ET_ID,ADM0_EN,ADM0_SW,ADM0_PCODE,ADM1_EN,ADM1_PCODE,ADM2_EN,ADM2_PCODE,ADM3_EN,ADM3_PCODE,pop_2020
171,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Chemba,TZ0107,Kimaha,TZ0107041,12876.3046875
172,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Chemba,TZ0107,Churuku,TZ0107051,11668.38671875
173,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Chemba,TZ0107,Songoro,TZ0107061,13351.8740234375
174,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Chemba,TZ0107,Mondo,TZ0107071,11101.443359375
175,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Chemba,TZ0107,Dalai,TZ0107081,19646.0625
176,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Chemba,TZ0107,Mrijo,TZ0107103,16163.4228515625
177,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Chemba,TZ0107,Chandama,TZ0107111,23469.669921875
178,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Chemba,TZ0107,Goima,TZ0107121,15158.8701171875
179,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Chemba,TZ0107,Chemba,TZ0107131,20106.66015625
180,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Chemba,TZ0107,Paranga,TZ0107141,15350.248046875
181,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Chemba,TZ0107,Gwandi,TZ0107151,9928.15234375
182,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Chemba,TZ0107,Farkwa,TZ0107161,12510.9501953125
183,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Chemba,TZ0107,Mpendo,TZ0107171,8485.3515625
184,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Chemba,TZ0107,Sanzawa,TZ0107181,13318.47265625
185,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Chemba,TZ0107,Kwamtoro,TZ0107191,12252.7177734375
186,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Dodoma,TZ01,Chemba,TZ0107,Lalta,TZ0107201,14986.3046875
187,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Monduli,TZ0201,Engaruka,TZ0201011,16483.9140625
188,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Monduli,TZ0201,Monduli juu,TZ0201031,23180.173828125
189,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Monduli,TZ0201,Engutoto,TZ0201043,11210.857421875
190,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Monduli,TZ0201,Monduli Mjini,TZ0201052,10430.78515625
191,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Monduli,TZ0201,Moita,TZ0201061,16950.337890625
192,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Monduli,TZ0201,Sepeko,TZ0201071,25222.708984375
193,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Monduli,TZ0201,Lolkisale,TZ0201081,14707.0888671875
194,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Monduli,TZ0201,Makuyuni,TZ0201091,16868.34765625
195,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Monduli,TZ0201,Esilalei,TZ0201101,21815.486328125
196,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Monduli,TZ0201,Mto wa Mbu,TZ0201113,18075.85546875
197,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Monduli,TZ0201,Lepurko,TZ0201121,11866.142578125
198,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Monduli,TZ0201,Meserani,TZ0201131,16874.876953125
199,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Monduli,TZ0201,Mswakini,TZ0201141,8674.7734375
200,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Monduli,TZ0201,Majengo,TZ0201151,10579.2763671875
201,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Meru,TZ0202,Ngarenanyuki,TZ0202011,24226.943359375
202,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Meru,TZ0202,Leguruki,TZ0202021,21138.619140625
203,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Meru,TZ0202,King'ori,TZ0202033,27731.734375
204,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Meru,TZ0202,Maji ya chai,TZ0202043,34605.98828125
205,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Meru,TZ0202,Kikatiti,TZ0202053,20015.943359375
206,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Meru,TZ0202,Maroroni,TZ0202061,16869.830078125
207,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Meru,TZ0202,Makiba,TZ0202073,14143.857421875
208,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Meru,TZ0202,Mbuguni,TZ0202083,18972.88671875
209,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Meru,TZ0202,Kikwe,TZ0202091,12847.7890625
210,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Meru,TZ0202,Usariver,TZ0202103,27821.5703125
211,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Meru,TZ0202,Nkoaranga,TZ0202113,16319.01953125
212,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Meru,TZ0202,Poli,TZ0202123,11870.9912109375
213,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Meru,TZ0202,Seela Sing'isi,TZ0202131,11086.7021484375
214,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Meru,TZ0202,Akheri,TZ0202143,18453.453125
215,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Meru,TZ0202,Nkoanrua,TZ0202151,19955.703125
216,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Meru,TZ0202,Songoro,TZ0202161,11839.955078125
217,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Meru,TZ0202,Nkoarisambu,TZ0202171,8178.28515625
218,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha Urban,TZ0203,Kati,TZ0203012,5476.0859375
219,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha Urban,TZ0203,Kaloleni,TZ0203022,15037.1982421875
220,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha Urban,TZ0203,Sekei,TZ0203032,16250.7958984375
221,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha Urban,TZ0203,Kimandolu,TZ0203042,41536.01953125
222,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha Urban,TZ0203,Baraa,TZ0203052,19929.064453125
223,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha Urban,TZ0203,Oloirieni,TZ0203062,26066.283203125
224,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha Urban,TZ0203,Themi,TZ0203072,18270.916015625
225,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha Urban,TZ0203,Lemara,TZ0203082,31523.705078125
226,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha Urban,TZ0203,Terrat,TZ0203092,37531.53125
227,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha Urban,TZ0203,Sokoni I,TZ0203102,119786.875
228,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha Urban,TZ0203,Daraja Mbili,TZ0203112,24035.5703125
229,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha Urban,TZ0203,Unga Ltd,TZ0203122,24802.623046875
230,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha Urban,TZ0203,Sombetini,TZ0203132,69736.3671875
231,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha Urban,TZ0203,Ngarenaro,TZ0203142,19337.837890625
232,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha Urban,TZ0203,Levolosi,TZ0203152,13230.9921875
233,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha Urban,TZ0203,Engutoto,TZ0203162,11919.1806640625
234,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha Urban,TZ0203,Elerai,TZ0203172,46631.59765625
235,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha Urban,TZ0203,Olasiti,TZ0203182,50256.11328125
236,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha Urban,TZ0203,Moshono,TZ0203192,35420.3046875
237,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Karatu,TZ0204,Karatu,TZ0204013,36016.6953125
238,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Karatu,TZ0204,Endamarariek,TZ0204021,32788.42578125
239,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Karatu,TZ0204,Buger,TZ0204031,13051.96484375
240,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Karatu,TZ0204,Endabash,TZ0204041,18711.9921875
241,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Karatu,TZ0204,Kansay,TZ0204051,18597.859375
242,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Karatu,TZ0204,Baray,TZ0204061,30791.439453125
243,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Karatu,TZ0204,Mang'ola,TZ0204071,8074.23974609375
244,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Karatu,TZ0204,Daa,TZ0204081,12802.908203125
245,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Karatu,TZ0204,Oldean,TZ0204091,8487.470703125
246,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Karatu,TZ0204,Qurus,TZ0204101,21344.662109375
247,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Karatu,TZ0204,Ganako,TZ0204111,17903.822265625
248,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Karatu,TZ0204,Rhotia,TZ0204121,31762.748046875
249,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Karatu,TZ0204,Mbulumbulu,TZ0204131,28182.802734375
250,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Karatu,TZ0204,Endamaghang,TZ0204141,20639.580078125
251,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Ngorongoro,TZ0205,Orgosorok,TZ0205013,16508.078125
252,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Ngorongoro,TZ0205,Digodigo,TZ0205021,10911.337890625
253,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Ngorongoro,TZ0205,Oldonyo Sambu,TZ0205031,6534.41259765625
254,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Ngorongoro,TZ0205,Pinyinyi,TZ0205041,11709.388671875
255,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Ngorongoro,TZ0205,Sale,TZ0205051,5923.6845703125
256,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Ngorongoro,TZ0205,Malambo,TZ0205061,19138.251953125
257,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Ngorongoro,TZ0205,Naiyobi,TZ0205071,12488.8154296875
258,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Ngorongoro,TZ0205,Nainokanoka,TZ0205081,16873.546875
259,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Ngorongoro,TZ0205,Olbalbal,TZ0205091,11896.1728515625
260,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Ngorongoro,TZ0205,Ngorongoro,TZ0205103,16886.849609375
261,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Ngorongoro,TZ0205,Endulen,TZ0205111,18210.759765625
262,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Ngorongoro,TZ0205,Kakesio,TZ0205121,7462.08056640625
263,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Ngorongoro,TZ0205,Arash,TZ0205131,10619.8701171875
264,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Ngorongoro,TZ0205,Soitsambu,TZ0205141,14626.3173828125
265,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Ngorongoro,TZ0205,Engusero Sambu,TZ0205151,2047.41333007813
266,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Ngorongoro,TZ0205,Oloirien,TZ0205161,12589.2548828125
267,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Ngorongoro,TZ0205,Samunge,TZ0205171,8783.5380859375
268,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Ngorongoro,TZ0205,Alailelai,TZ0205181,9880.0380859375
269,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Ngorongoro,TZ0205,Maalon,TZ0205191,5902.95361328125
270,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Ngorongoro,TZ0205,Ololosokwan,TZ0205201,8770.771484375
271,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Ngorongoro,TZ0205,Oloipiri,TZ0205211,5564.9765625
272,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha,TZ0206,Olkokola,TZ0206021,28278.201171875
273,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha,TZ0206,Ilkiding'a,TZ0206031,11713.98046875
274,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha,TZ0206,Bangata,TZ0206041,9678.59375
275,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha,TZ0206,Sokon II,TZ0206053,32270.01171875
276,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha,TZ0206,Oltoroto,TZ0206061,16257.6142578125
277,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha,TZ0206,Moivo,TZ0206073,25957.353515625
278,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha,TZ0206,Kiranyi,TZ0206083,25541.5546875
279,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha,TZ0206,Kimnyaki,TZ0206091,3768.61547851563
280,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha,TZ0206,Oltrumet,TZ0206101,10853.5595703125
281,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha,TZ0206,Mwandeti,TZ0206111,20171.1171875
282,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha,TZ0206,Mussa,TZ0206121,13931.748046875
283,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha,TZ0206,Kisongo,TZ0206131,10425.4658203125
284,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha,TZ0206,Mateves,TZ0206141,17992.873046875
285,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha,TZ0206,Oljoro,TZ0206151,9319.3642578125
286,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha,TZ0206,Bwawani,TZ0206161,13356.5048828125
287,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha,TZ0206,Nduruma,TZ0206171,14282.33203125
288,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha,TZ0206,Mlangarini,TZ0206181,17119.32421875
289,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha,TZ0206,Sambasha,TZ0206191,9735.3583984375
290,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha,TZ0206,Olorieni,TZ0206201,27747.65625
291,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Arusha,TZ0206,Olmotonyi,TZ0206213,21136.80859375
292,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Longido,TZ0207,Kitumbeine,TZ0207011,10750.14453125
293,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Longido,TZ0207,Engikaret,TZ0207021,9319.0302734375
294,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Longido,TZ0207,Eleng'ata Dapash,TZ0207031,15215.3583984375
295,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Longido,TZ0207,Ilorienito,TZ0207041,8224.6455078125
296,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Longido,TZ0207,Gelai Meirugoi,TZ0207051,13683.1328125
297,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Longido,TZ0207,Gelai lumbwa,TZ0207061,9153.7568359375
298,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Longido,TZ0207,Matale,TZ0207071,5988.04833984375
299,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Longido,TZ0207,Engarenaibor,TZ0207081,17210.365234375
300,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Longido,TZ0207,Mundarara,TZ0207091,11033.4404296875
301,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Longido,TZ0207,Kimokouwa,TZ0207101,12340.724609375
302,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Longido,TZ0207,Namanga,TZ0207113,12813.576171875
303,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Longido,TZ0207,Orbomba,TZ0207121,11470.1796875
304,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Longido,TZ0207,Longido,TZ0207132,3735.10131835938
305,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Longido,TZ0207,Tingatinga,TZ0207141,12859.033203125
306,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Longido,TZ0207,Olmolog,TZ0207151,11647.6474609375
307,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Arusha,TZ02,Longido,TZ0207,Kamwanga,TZ0207161,12148.1982421875
308,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Rombo,TZ0301,Mamsera,TZ0301011,11959.1015625
309,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Rombo,TZ0301,Mahida,TZ0301023,9225.32421875
310,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Rombo,TZ0301,Mengwe,TZ0301031,5728.240234375
311,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Rombo,TZ0301,Keni Mengeni,TZ0301041,9607.7158203125
312,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Rombo,TZ0301,Aleni,TZ0301051,11737.7705078125
313,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Rombo,TZ0301,Shimbi,TZ0301061,16301.486328125
314,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Rombo,TZ0301,Makiidi,TZ0301071,9572.9619140625
315,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Rombo,TZ0301,Kelamfua Mokala,TZ0301083,14039.40234375
316,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Rombo,TZ0301,Ushiri Ikuini,TZ0301091,9518.2978515625
317,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Rombo,TZ0301,Mrao Keryo,TZ0301101,8879.578125
318,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Rombo,TZ0301,Kirwa Keni,TZ0301111,10609.0048828125
319,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Rombo,TZ0301,Katangara Mrere,TZ0301121,11764.162109375
320,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Rombo,TZ0301,Kisale Msaranga,TZ0301131,11665.943359375
321,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Rombo,TZ0301,Olele,TZ0301141,6828.65576171875
322,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Rombo,TZ0301,Kirongo Samanga,TZ0301151,17092.5
323,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Rombo,TZ0301,Kitirima Kingachi,TZ0301161,20677.875
324,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Rombo,TZ0301,Ubetu Kahe,TZ0301171,21284
325,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Rombo,TZ0301,Nanjara Reha,TZ0301181,29589.623046875
326,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Rombo,TZ0301,Tarakea Motamburu,TZ0301193,21142.7265625
327,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Rombo,TZ0301,Motamburu Kitendeni,TZ0301201,8727.517578125
328,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Rombo,TZ0301,Marangu Kitowo,TZ0301211,8613.423828125
329,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Rombo,TZ0301,Ngoyoni,TZ0301221,5055.57763671875
330,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Rombo,TZ0301,Manda,TZ0301231,4396.2099609375
331,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Rombo,TZ0301,Holili,TZ0301243,7903.80859375
332,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Mwanga,TZ0302,Kileo,TZ0302013,16138.296875
333,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Mwanga,TZ0302,Mwanga,TZ0302022,18210.669921875
334,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Mwanga,TZ0302,Msangeni,TZ0302031,7881.22900390625
335,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Mwanga,TZ0302,Kifula,TZ0302041,9905.98828125
336,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Mwanga,TZ0302,Kighare,TZ0302051,6752.3017578125
337,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Mwanga,TZ0302,Kirongwe,TZ0302061,5007.51123046875
338,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Mwanga,TZ0302,Kwakoa,TZ0302071,4495.5625
339,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Mwanga,TZ0302,Lembeni,TZ0302083,14022.8203125
340,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Mwanga,TZ0302,Jipe,TZ0302091,2959.455078125
341,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Mwanga,TZ0302,Mwaniko,TZ0302101,8519.859375
342,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Mwanga,TZ0302,Chomvu,TZ0302111,10200.3125
343,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,Kilimanjaro,TZ03,Mwanga,TZ0302,Ngujini,TZ0302121,4034.57470703125
